"","ID","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"32","A00032",0.125,0.145833333333333,0.0208333333333333,0.125,0.229166666666667,0.0625,0.0416666666666667,0.0416666666666667,0.208333333333333
"33","A00033",0,0,0.0606060606060606,0,0.696969696969697,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.121212121212121
"34","A00034",0.292682926829268,0.024390243902439,0.146341463414634,0.0731707317073171,0.0487804878048781,0.024390243902439,0.0975609756097561,0.0487804878048781,0.24390243902439
"35","A00035",0.0909090909090909,0,0.0454545454545455,0.0454545454545455,0.590909090909091,0.0227272727272727,0,0.0681818181818182,0.136363636363636
"36","A00036",0.0571428571428571,0.0285714285714286,0,0.0285714285714286,0.8,0.0285714285714286,0,0.0285714285714286,0.0285714285714286
"37","A00037",0.0549450549450549,0.021978021978022,0.032967032967033,0.032967032967033,0.758241758241758,0.010989010989011,0.021978021978022,0.021978021978022,0.043956043956044
"38","A00038",0,0,0.0357142857142857,0.0357142857142857,0.642857142857143,0.0714285714285714,0,0.107142857142857,0.107142857142857
"39","A00039",0.111111111111111,0.0277777777777778,0.0555555555555556,0.0555555555555556,0.444444444444444,0.0555555555555556,0.0277777777777778,0.0833333333333333,0.138888888888889
"40","A00040",0,0.0277777777777778,0.0277777777777778,0.0277777777777778,0.638888888888889,0.0555555555555556,0.0277777777777778,0.0555555555555556,0.138888888888889
"41","A00041",0.0512820512820513,0.0769230769230769,0.0769230769230769,0.153846153846154,0.358974358974359,0.102564102564103,0.0256410256410256,0.153846153846154,0
"42","A00042",0,0,0,0,1,0,0,0,0
"43","A00043",0,0,0,0,0.804878048780488,0.0487804878048781,0,0.0487804878048781,0.0975609756097561
"44","A00044",0,0,0,0,0.882352941176471,0.0294117647058824,0,0.0294117647058824,0.0588235294117647
"45","A00045",0,0,0,0,1,0,0,0,0
"46","A00046",0.0425531914893617,0,0.0425531914893617,0.0425531914893617,0.829787234042553,0,0,0.0425531914893617,0
"47","A00047",0,0,0,0,1,0,0,0,0
"48","A00048",0,0,0,0,0.875,0.03125,0,0.03125,0.0625
"49","A00049",0,0,0,0,0.9,0.0333333333333333,0,0.0333333333333333,0.0333333333333333
"50","A00050",0.151515151515152,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.484848484848485,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.121212121212121
"51","A00051",0,0,0,0,0.896551724137931,0.0172413793103448,0,0.0172413793103448,0.0689655172413793
"52","A00052",0.166666666666667,0.0666666666666667,0,0.0666666666666667,0.5,0.0666666666666667,0,0.0333333333333333,0.1
"53","A00053",0.166666666666667,0,0.1,0.0666666666666667,0.4,0,0.0333333333333333,0.0666666666666667,0.166666666666667
"54","A00054",0,0.157894736842105,0,0.0789473684210526,0.289473684210526,0.157894736842105,0.0789473684210526,0.0789473684210526,0.157894736842105
"55","A00055",0,0,0,0,0.625,0.25,0,0.125,0
"56","A00056",0.117647058823529,0.0882352941176471,0.102941176470588,0.0882352941176471,0.147058823529412,0.117647058823529,0.117647058823529,0.102941176470588,0.117647058823529
"57","A00057",0.0666666666666667,0,0.0666666666666667,0.0333333333333333,0.5,0.0333333333333333,0.0333333333333333,0.0666666666666667,0.2
"58","A00058",0.0603448275862069,0.181034482758621,0.0431034482758621,0.129310344827586,0.232758620689655,0.112068965517241,0.0948275862068965,0.0517241379310345,0.0948275862068965
"59","A00059",0,0,0,0,0.933333333333333,0.0166666666666667,0,0.0166666666666667,0.0333333333333333
"60","A00060",0.0163934426229508,0.0163934426229508,0,0.0163934426229508,0.950819672131147,0,0,0,0
"61","A00061",0.0731707317073171,0.024390243902439,0.0731707317073171,0.0975609756097561,0.536585365853659,0.024390243902439,0,0.0975609756097561,0.0731707317073171
"62","A00062",0,0,0,0,1,0,0,0,0
"63","A00063",0,0,0,0,0.884615384615385,0.0576923076923077,0,0.0576923076923077,0
"64","A00064",0,0,0,0,0.825,0.025,0,0.025,0.125
"65","A00065",0,0,0.0666666666666667,0.1,0.766666666666667,0,0,0.0666666666666667,0
"66","A00066",0.0303030303030303,0.0909090909090909,0,0.0606060606060606,0.696969696969697,0.0606060606060606,0.0303030303030303,0.0303030303030303,0
"67","A00067",0.0714285714285714,0.196428571428571,0.0892857142857143,0.196428571428571,0.0357142857142857,0.107142857142857,0.0892857142857143,0.107142857142857,0.107142857142857
"68","A00068",0.0823529411764706,0.0352941176470588,0.0235294117647059,0.0470588235294118,0.635294117647059,0.0352941176470588,0.0117647058823529,0.0470588235294118,0.0823529411764706
"69","A00069",0,0.0769230769230769,0,0.0384615384615385,0.538461538461538,0.115384615384615,0.0384615384615385,0.0769230769230769,0.115384615384615
"70","A00070",0,0.0571428571428571,0,0.0571428571428571,0.885714285714286,0,0,0,0
"71","A00071",0,0.0217391304347826,0,0.0217391304347826,0.695652173913043,0.130434782608696,0,0.130434782608696,0
"72","A00072",0,0.153846153846154,0.128205128205128,0.102564102564103,0.153846153846154,0.0769230769230769,0.179487179487179,0.0256410256410256,0.179487179487179
"73","A00073",0.14,0.08,0.06,0.08,0.4,0.04,0.06,0.04,0.1
"74","A00074",0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0.545454545454545,0.0454545454545455,0,0.0454545454545455,0.0909090909090909
"75","A00075",0,0,0,0,1,0,0,0,0
"76","A00076",0,0.025,0,0.025,0.9,0.025,0,0.025,0
"77","A00077",0,0,0,0,0.696969696969697,0.0606060606060606,0,0.0606060606060606,0.181818181818182
"78","A00078",0.00884955752212389,0.0132743362831858,0.00442477876106195,0.0132743362831858,0.946902654867257,0.00442477876106195,0.00442477876106195,0.00442477876106195,0
"79","A00079",0,0,0,0,1,0,0,0,0
"80","A00080",0,0,0,0,1,0,0,0,0
"81","A00081",0,0,0.0138888888888889,0.0138888888888889,0.916666666666667,0,0,0.0138888888888889,0.0416666666666667
"82","A00082",0,0.0344827586206897,0,0.0344827586206897,0.793103448275862,0.0689655172413793,0,0.0689655172413793,0
"83","A00083",0.0147058823529412,0,0.0588235294117647,0.0588235294117647,0.808823529411765,0,0,0.0588235294117647,0
"84","A00084",0.125,0.05,0.05,0.1,0.575,0,0,0.025,0.075
"85","A00085",0.232558139534884,0.0232558139534884,0.0697674418604651,0.0465116279069767,0.395348837209302,0.0232558139534884,0.0465116279069767,0.0232558139534884,0.13953488372093
"86","A00086",0.0294117647058824,0,0.0294117647058824,0.0294117647058824,0.735294117647059,0.0294117647058824,0,0.0588235294117647,0.0882352941176471
"87","A00087",0,0,0,0,0.843137254901961,0.0392156862745098,0,0.0392156862745098,0.0784313725490196
"88","A00088",0.0285714285714286,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.8,0,0,0.0285714285714286,0.0285714285714286
"89","A00089",0.0512820512820513,0,0.0512820512820513,0.0512820512820513,0.512820512820513,0.0769230769230769,0,0.128205128205128,0.128205128205128
"90","A00090",0,0.0769230769230769,0.0512820512820513,0.102564102564103,0.333333333333333,0.128205128205128,0.0256410256410256,0.153846153846154,0.128205128205128
"91","A00091",0,0,0,0,1,0,0,0,0
"92","A00092",0.0625,0.0208333333333333,0.0833333333333333,0.0833333333333333,0.5625,0.0208333333333333,0.0208333333333333,0.0833333333333333,0.0625
"93","A00093",0,0,0,0,1,0,0,0,0
"94","A00094",0.0384615384615385,0,0,0.0384615384615385,0.923076923076923,0,0,0,0
"95","A00095",0,0,0,0,1,0,0,0,0
"96","A00096",0,0,0,0,1,0,0,0,0
"97","A00097",0,0,0,0,1,0,0,0,0
"98","A00098",0,0,0,0,0.928571428571429,0.0357142857142857,0,0.0357142857142857,0
"99","A00099",0,0,0.0571428571428571,0,0.628571428571429,0.0857142857142857,0.0571428571428571,0.0857142857142857,0.0857142857142857
"100","A00100",0,0,0,0,0.953488372093023,0.0232558139534884,0,0.0232558139534884,0
"101","A00101",0.02,0.04,0.04,0.1,0.54,0.1,0,0.14,0.02
"102","A00102",0,0.0689655172413793,0.103448275862069,0.137931034482759,0.206896551724138,0.103448275862069,0.0344827586206897,0.137931034482759,0.206896551724138
"103","A00103",0.0208333333333333,0.0208333333333333,0.0208333333333333,0.03125,0.760416666666667,0.03125,0.0104166666666667,0.0416666666666667,0.0625
"104","A00104",0,0,0,0,1,0,0,0,0
"105","A00105",0,0,0,0,1,0,0,0,0
"106","A00106",0.136363636363636,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.363636363636364,0,0.0454545454545455,0.0454545454545455,0.181818181818182
"107","A00107",0,0.0210526315789474,0.0105263157894737,0.0210526315789474,0.873684210526316,0.0315789473684211,0.0105263157894737,0.0315789473684211,0
"108","A00108",0.0533333333333333,0.0266666666666667,0.08,0.08,0.493333333333333,0.08,0.0266666666666667,0.12,0.04
"109","A00109",0,0,0,0,1,0,0,0,0
"110","A00110",0.0645161290322581,0.032258064516129,0.0645161290322581,0.0645161290322581,0.548387096774194,0.032258064516129,0.032258064516129,0.0645161290322581,0.0967741935483871
"111","A00111",0.178571428571429,0.0535714285714286,0.0178571428571429,0.0535714285714286,0.357142857142857,0.0714285714285714,0.0178571428571429,0.0714285714285714,0.178571428571429
"112","A00112",0,0,0,0,1,0,0,0,0
"113","A00113",0,0,0,0,1,0,0,0,0
"114","A00114",0.0333333333333333,0.1,0.233333333333333,0.233333333333333,0.1,0.0333333333333333,0.1,0.166666666666667,0
"115","A00115",0.0444444444444444,0,0.0666666666666667,0.0444444444444444,0.733333333333333,0.0222222222222222,0.0222222222222222,0.0666666666666667,0
"116","A00116",0,0,0,0,1,0,0,0,0
"117","A00117",0,0,0,0,0.909090909090909,0.0303030303030303,0,0.0303030303030303,0.0303030303030303
"118","A00118",0.0256410256410256,0,0.0256410256410256,0.0256410256410256,0.897435897435897,0,0,0.0256410256410256,0
"119","A00119",0,0,0.0714285714285714,0.0714285714285714,0.785714285714286,0,0,0.0714285714285714,0
"120","A00120",0,0,0,0,0.976744186046512,0.0116279069767442,0,0.0116279069767442,0
"121","A00121",0,0.0294117647058824,0.117647058823529,0.147058823529412,0.588235294117647,0,0,0.117647058823529,0
"122","A00122",0,0,0,0,1,0,0,0,0
"123","A00123",0,0,0.0967741935483871,0.0967741935483871,0.67741935483871,0.032258064516129,0,0.0967741935483871,0
"124","A00124",0,0,0.0344827586206897,0,0.724137931034483,0.0344827586206897,0.0344827586206897,0.0344827586206897,0.137931034482759
"125","A00125",0.338235294117647,0.102941176470588,0.102941176470588,0.0882352941176471,0.0588235294117647,0.0441176470588235,0.117647058823529,0.0294117647058824,0.117647058823529
"126","A00126",0.137931034482759,0,0.103448275862069,0.103448275862069,0.275862068965517,0.0344827586206897,0.0344827586206897,0.103448275862069,0.206896551724138
"127","A00127",0,0,0,0,0.868421052631579,0.0526315789473684,0,0.0263157894736842,0.0526315789473684
"128","A00128",0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.363636363636364,0.0454545454545455,0,0.136363636363636,0
"129","A00129",0,0.0196078431372549,0,0.0196078431372549,0.784313725490196,0.0588235294117647,0,0.0588235294117647,0.0588235294117647
"130","A00130",0,0,0.0303030303030303,0,0.757575757575758,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.121212121212121
"131","A00131",0,0,0,0,1,0,0,0,0
"132","A00132",0.0930232558139535,0.0930232558139535,0.0930232558139535,0.116279069767442,0.27906976744186,0.0930232558139535,0.0697674418604651,0.116279069767442,0.0465116279069767
"133","A00133",0,0.027027027027027,0.0540540540540541,0.0540540540540541,0.783783783783784,0,0.027027027027027,0.027027027027027,0.027027027027027
"134","A00134",0,0.0303030303030303,0,0,0.787878787878788,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0606060606060606
"135","A00135",0,0,0,0,1,0,0,0,0
"136","A00136",0.0178571428571429,0,0.0178571428571429,0.0178571428571429,0.892857142857143,0.0178571428571429,0,0.0357142857142857,0
"137","A00137",0,0.0925925925925926,0.0185185185185185,0.111111111111111,0.481481481481481,0.12962962962963,0,0.148148148148148,0.0185185185185185
"138","A00138",0.04,0.01,0.05,0.04,0.76,0.02,0.02,0.05,0.01
"139","A00139",0.153846153846154,0,0.153846153846154,0.153846153846154,0.0769230769230769,0.0769230769230769,0,0.153846153846154,0.230769230769231
"140","A00140",0,0,0,0,1,0,0,0,0
"141","A00141",0,0,0,0,1,0,0,0,0
"142","A00142",0,0.108695652173913,0.239130434782609,0.0869565217391304,0.0652173913043478,0.0652173913043478,0.260869565217391,0.0217391304347826,0.152173913043478
"143","A00143",0,0,0,0,0.82,0.04,0,0.04,0.1
"144","A00144",0,0,0,0,1,0,0,0,0
"145","A00145",0.0131578947368421,0.0131578947368421,0.105263157894737,0.118421052631579,0.565789473684211,0.0394736842105263,0,0.144736842105263,0
"146","A00146",0,0,0,0,1,0,0,0,0
"147","A00147",0.0759493670886076,0.0379746835443038,0.0632911392405063,0.0506329113924051,0.379746835443038,0.0506329113924051,0.0506329113924051,0.0632911392405063,0.227848101265823
"148","A00148",0,0,0,0,0.821428571428571,0.0357142857142857,0,0.0357142857142857,0.107142857142857
"149","A00149",0.0869565217391304,0.108695652173913,0.0434782608695652,0.108695652173913,0.173913043478261,0.108695652173913,0.0434782608695652,0.108695652173913,0.217391304347826
"150","A00150",0,0,0,0,1,0,0,0,0
"151","A00151",0,0,0,0,1,0,0,0,0
"152","A00152",0,0,0,0,1,0,0,0,0
"153","A00153",0,0,0,0,0.808510638297872,0.0425531914893617,0,0.0425531914893617,0.106382978723404
"154","A00154",0,0,0,0,1,0,0,0,0
"155","A00155",0.0638297872340425,0.0638297872340425,0.25531914893617,0.0851063829787234,0.0851063829787234,0.0638297872340425,0.25531914893617,0.0638297872340425,0.0638297872340425
"156","A00156",0.0983606557377049,0.131147540983607,0.114754098360656,0.114754098360656,0.213114754098361,0.0983606557377049,0.147540983606557,0.0655737704918033,0.0163934426229508
"157","A00157",0.051948051948052,0.051948051948052,0.012987012987013,0.051948051948052,0.701298701298701,0.025974025974026,0.012987012987013,0.025974025974026,0.0649350649350649
"158","A00158",0.169491525423729,0.0847457627118644,0.0847457627118644,0.11864406779661,0.220338983050847,0.0338983050847458,0.0508474576271186,0.0508474576271186,0.186440677966102
"159","A00159",0,0,0.15,0.05,0,0.35,0.1,0.35,0
"160","A00160",0,0,0,0,1,0,0,0,0
"161","A00161",0,0,0,0,0.922077922077922,0.012987012987013,0,0.012987012987013,0.051948051948052
"162","A00162",0,0,0,0,1,0,0,0,0
"163","A00163",0.0625,0.0625,0,0.0625,0.625,0.03125,0,0.03125,0.125
"164","A00164",0.119496855345912,0.138364779874214,0.0817610062893082,0.106918238993711,0.188679245283019,0.113207547169811,0.113207547169811,0.0817610062893082,0.0566037735849057
"165","A00165",0,0,0,0,0.909090909090909,0.0606060606060606,0,0.0303030303030303,0
"166","A00166",0,0,0,0,1,0,0,0,0
"167","A00167",0.214285714285714,0.0714285714285714,0,0.142857142857143,0.571428571428571,0,0,0,0
"168","A00168",0,0,0,0,1,0,0,0,0
"169","A00169",0.0689655172413793,0,0.0689655172413793,0.0344827586206897,0.655172413793103,0,0.0344827586206897,0.0344827586206897,0.103448275862069
"170","A00170",0,0,0.0277777777777778,0.0277777777777778,0.75,0.0277777777777778,0,0.0555555555555556,0.111111111111111
"171","A00171",0,0,0,0,0.75,0.0625,0,0.0625,0.125
"172","A00172",0.0714285714285714,0.0714285714285714,0.357142857142857,0.0714285714285714,0,0.0285714285714286,0.371428571428571,0.0142857142857143,0.0142857142857143
"173","A00173",0.0454545454545455,0.0454545454545455,0.0909090909090909,0.136363636363636,0.5,0,0,0.0909090909090909,0.0909090909090909
"174","A00174",0.0434782608695652,0,0.0434782608695652,0.0434782608695652,0.826086956521739,0,0,0.0217391304347826,0.0217391304347826
"175","A00175",0.102564102564103,0.0256410256410256,0.128205128205128,0.153846153846154,0.179487179487179,0,0,0.102564102564103,0.307692307692308
"176","A00176",0.0350877192982456,0.0701754385964912,0.368421052631579,0.087719298245614,0,0,0.368421052631579,0,0.0701754385964912
"177","A00177",0.116279069767442,0.0232558139534884,0.0465116279069767,0.0465116279069767,0.348837209302326,0.0697674418604651,0.0232558139534884,0.0930232558139535,0.232558139534884
"178","A00178",0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0.733333333333333,0,0,0.0666666666666667,0
"179","A00179",0,0,0,0,0.805555555555556,0.0277777777777778,0,0.0277777777777778,0.138888888888889
"180","A00180",0.0731707317073171,0.024390243902439,0.0487804878048781,0.0487804878048781,0.658536585365854,0.024390243902439,0.024390243902439,0.024390243902439,0.0731707317073171
"181","A00181",0,0,0,0.0172413793103448,0.982758620689655,0,0,0,0
"182","A00182",0.105263157894737,0,0.0350877192982456,0.0350877192982456,0.684210526315789,0.0175438596491228,0.0175438596491228,0.0350877192982456,0.0701754385964912
"183","A00183",0.0645161290322581,0.032258064516129,0.032258064516129,0.0645161290322581,0.612903225806452,0.032258064516129,0,0.0645161290322581,0.0967741935483871
"184","A00184",0.03125,0,0.03125,0.03125,0.84375,0,0,0.03125,0.03125
"185","A00185",0.0217391304347826,0.0434782608695652,0,0.0434782608695652,0.760869565217391,0.0434782608695652,0,0.0434782608695652,0.0434782608695652
"186","A00186",0.0740740740740741,0,0,0,0.851851851851852,0.037037037037037,0.037037037037037,0,0
"187","A00187",0,0,0.0256410256410256,0.0256410256410256,0.794871794871795,0.0256410256410256,0,0.0512820512820513,0.0769230769230769
"188","A00188",0,0,0,0,1,0,0,0,0
"189","A00189",0,0.0188679245283019,0,0.0188679245283019,0.886792452830189,0.0377358490566038,0,0.0377358490566038,0
"190","A00190",0.125,0.104166666666667,0.125,0.0833333333333333,0.125,0.0833333333333333,0.145833333333333,0.0416666666666667,0.166666666666667
"191","A00191",0.0588235294117647,0.0147058823529412,0.426470588235294,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.426470588235294,0.0147058823529412,0
"192","A00192",0,0,0.133333333333333,0.0333333333333333,0.566666666666667,0.0666666666666667,0.1,0.1,0
"193","A00193",0,0,0,0,1,0,0,0,0
"194","A00194",0.0810810810810811,0,0.0810810810810811,0,0.513513513513513,0.027027027027027,0.0810810810810811,0.027027027027027,0.189189189189189
"195","A00195",0.125,0.0416666666666667,0,0.0416666666666667,0.291666666666667,0.0833333333333333,0,0.0833333333333333,0.333333333333333
"196","A00196",0,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"197","A00197",0.0810810810810811,0.0540540540540541,0.0810810810810811,0.0810810810810811,0.297297297297297,0.0810810810810811,0.0810810810810811,0.0810810810810811,0.162162162162162
"198","A00198",0.203703703703704,0.111111111111111,0.148148148148148,0.0925925925925926,0.0555555555555556,0.0740740740740741,0.166666666666667,0.0555555555555556,0.0925925925925926
"199","A00199",0,0,0,0,1,0,0,0,0
"200","A00200",0.0666666666666667,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.733333333333333,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0666666666666667
"201","A00201",0.19047619047619,0.142857142857143,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.142857142857143,0.142857142857143,0.0952380952380952,0.0476190476190476
"202","A00202",0,0,0,0,1,0,0,0,0
"203","A00203",0,0,0,0,1,0,0,0,0
"204","A00204",0,0,0,0,1,0,0,0,0
"205","A00205",0.217391304347826,0.0652173913043478,0.152173913043478,0.0869565217391304,0.0652173913043478,0.0217391304347826,0.152173913043478,0.0217391304347826,0.217391304347826
"206","A00206",0,0,0,0,1,0,0,0,0
"207","A00207",0.0512820512820513,0.0256410256410256,0.0256410256410256,0.0256410256410256,0.615384615384615,0.0512820512820513,0.0256410256410256,0.0512820512820513,0.128205128205128
"208","A00208",0.0588235294117647,0.0882352941176471,0.0882352941176471,0.0294117647058824,0.352941176470588,0.147058823529412,0.147058823529412,0.0882352941176471,0
"209","A00209",0,0,0,0,0.82051282051282,0.0256410256410256,0,0.0256410256410256,0.128205128205128
"210","A00210",0,0,0,0,1,0,0,0,0
"211","A00211",0.529411764705882,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.235294117647059,0,0.0588235294117647,0,0
"212","A00212",0.142857142857143,0.122448979591837,0.142857142857143,0.0816326530612245,0.122448979591837,0.102040816326531,0.183673469387755,0.0612244897959184,0.0408163265306122
"213","A00213",0.0277777777777778,0,0.0277777777777778,0.0277777777777778,0.861111111111111,0,0,0.0277777777777778,0.0277777777777778
"214","A00214",0.333333333333333,0.0666666666666667,0.0666666666666667,0.1,0.3,0,0.0333333333333333,0,0.1
"215","A00215",0.105263157894737,0.0131578947368421,0.0394736842105263,0.0394736842105263,0.644736842105263,0.0263157894736842,0.0131578947368421,0.0394736842105263,0.0789473684210526
"216","A00216",0.0652173913043478,0.108695652173913,0.0652173913043478,0.0869565217391304,0.282608695652174,0.152173913043478,0.0869565217391304,0.130434782608696,0.0217391304347826
"217","A00217",0.533333333333333,0.0666666666666667,0,0.0666666666666667,0.133333333333333,0.0666666666666667,0,0.0666666666666667,0.0666666666666667
"218","A00218",0.129032258064516,0,0.161290322580645,0.0645161290322581,0.193548387096774,0.032258064516129,0.0967741935483871,0.0967741935483871,0.225806451612903
"219","A00219",0.0909090909090909,0.0227272727272727,0.0454545454545455,0.0227272727272727,0.5,0.0681818181818182,0.0454545454545455,0.0681818181818182,0.136363636363636
"220","A00220",0.0588235294117647,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.627450980392157,0.0196078431372549,0,0.0588235294117647,0.0784313725490196
"221","A00221",0,0,0,0,1,0,0,0,0
"222","A00222",0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0.862068965517241,0,0,0.0344827586206897,0
"223","A00223",0.230769230769231,0.115384615384615,0.0384615384615385,0.0961538461538462,0.0384615384615385,0.0961538461538462,0.0769230769230769,0.0576923076923077,0.25
"224","A00224",0,0,0,0,0.909090909090909,0.0303030303030303,0,0.0303030303030303,0.0303030303030303
"225","A00225",0.0819672131147541,0.147540983606557,0.0163934426229508,0.114754098360656,0.360655737704918,0.131147540983607,0.0491803278688525,0.0983606557377049,0
"226","A00226",0,0,0,0,0.825,0.025,0,0.025,0.125
"227","A00227",0.0487804878048781,0,0.0487804878048781,0.0487804878048781,0.658536585365854,0.0731707317073171,0,0.121951219512195,0
"228","A00228",0,0,0,0,1,0,0,0,0
"229","A00229",0,0,0,0,1,0,0,0,0
"230","A00230",0.282051282051282,0.102564102564103,0,0.0512820512820513,0.384615384615385,0.0512820512820513,0.0512820512820513,0,0.0769230769230769
"231","A00231",0.0121951219512195,0.146341463414634,0.024390243902439,0.146341463414634,0.463414634146341,0.0975609756097561,0.024390243902439,0.0853658536585366,0
"232","A00232",0,0,0,0,1,0,0,0,0
"233","A00233",0,0,0,0,0.804878048780488,0.0487804878048781,0,0.0487804878048781,0.0975609756097561
"234","A00234",0,0,0,0,0.842105263157895,0.0789473684210526,0,0.0789473684210526,0
"235","A00235",0.0869565217391304,0.0869565217391304,0,0.0869565217391304,0.521739130434783,0.0869565217391304,0,0.0869565217391304,0.0434782608695652
"236","A00236",0,0,0,0,1,0,0,0,0
"237","A00237",0.206896551724138,0.0344827586206897,0,0.0689655172413793,0.517241379310345,0.0344827586206897,0,0.0344827586206897,0.103448275862069
"238","A00238",0.03125,0.03125,0.03125,0.0625,0.71875,0.03125,0,0.0625,0.03125
"239","A00239",0,0,0,0,1,0,0,0,0
"240","A00240",0.148148148148148,0.0740740740740741,0.0555555555555556,0.12962962962963,0.462962962962963,0.0185185185185185,0,0.0555555555555556,0.0555555555555556
"241","A00241",0,0,0,0,1,0,0,0,0
"242","A00242",0.027027027027027,0,0.027027027027027,0.027027027027027,0.864864864864865,0,0,0.027027027027027,0.027027027027027
"243","A00244",0.0303030303030303,0.0909090909090909,0,0.0606060606060606,0.424242424242424,0.121212121212121,0.0303030303030303,0.0909090909090909,0.151515151515152
"244","A00245",0.174603174603175,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.619047619047619,0.0158730158730159,0.0158730158730159,0.0158730158730159,0.111111111111111
"245","A00247",0,0,0,0,0.941176470588235,0.0294117647058824,0,0.0294117647058824,0
"246","A00248",0.102564102564103,0,0.0769230769230769,0.0512820512820513,0.41025641025641,0.0512820512820513,0.0256410256410256,0.102564102564103,0.179487179487179
"247","A00249",0,0.1,0.3,0.075,0,0.05,0.325,0,0.15
