"","ID","ss","sr","sl","rs","rr","rl","ls","lr","ll"
"121","A00121",0,0,0,0,1,0,0,0,0
"122","A00122",0,0,0,0,1,0,0,0,0
"123","A00123",0,0,0,0,1,0,0,0,0
"124","A00124",0,0,0,0,1,0,0,0,0
"125","A00125",0,0,0,0,1,0,0,0,0
"126","A00126",0,0,0,0,1,0,0,0,0
"127","A00127",0,0,0,0,1,0,0,0,0
"128","A00128",0,0,0,0,1,0,0,0,0
"129","A00129",0,0,0,0,1,0,0,0,0
"130","A00130",0.347826086956522,0.0434782608695652,0,0.0434782608695652,0.565217391304348,0,0,0,0
"131","A00131",0,0,0,0,1,0,0,0,0
"132","A00132",0,0,0,0,1,0,0,0,0
"133","A00133",0,0,0,0,1,0,0,0,0
"134","A00134",0.65,0,0,0.05,0.3,0,0,0,0
"135","A00135",0,0,0,0,1,0,0,0,0
"136","A00136",0,0,0,0,1,0,0,0,0
"137","A00137",0,0,0,0,1,0,0,0,0
"138","A00138",0,0,0,0,1,0,0,0,0
"139","A00139",0,0,0,0,1,0,0,0,0
"140","A00140",0,0,0,0,1,0,0,0,0
"141","A00141",0,0,0,0,1,0,0,0,0
"142","A00142",0,0,0,0,1,0,0,0,0
"143","A00143",0,0,0,0,1,0,0,0,0
"144","A00144",0,0,0,0,1,0,0,0,0
"145","A00145",0.333333333333333,0.0333333333333333,0,0.0333333333333333,0.6,0,0,0,0
"146","A00146",0,0,0,0,1,0,0,0,0
"147","A00147",0,0,0,0,1,0,0,0,0
"148","A00148",0,0,0,0,1,0,0,0,0
"149","A00149",0,0,0,0,1,0,0,0,0
"150","A00150",0,0,0,0,1,0,0,0,0
"151","A00151",0,0,0,0,1,0,0,0,0
"152","A00152",0,0,0,0,1,0,0,0,0
"153","A00153",0,0,0,0,1,0,0,0,0
"154","A00154",0,0,0,0,1,0,0,0,0
"155","A00155",0,0,0,0,1,0,0,0,0
"156","A00156",0.333333333333333,0.0416666666666667,0,0.0416666666666667,0.583333333333333,0,0,0,0
"157","A00157",0.179487179487179,0.0256410256410256,0,0.0256410256410256,0.769230769230769,0,0,0,0
"158","A00158",0,0,0,0,1,0,0,0,0
"159","A00159",0,0,0,0,1,0,0,0,0
"160","A00160",0,0,0,0,1,0,0,0,0
"161","A00161",0,0,0,0,1,0,0,0,0
"162","A00162",0,0,0,0,1,0,0,0,0
"163","A00163",0,0,0,0,1,0,0,0,0
"164","A00164",0,0,0,0,1,0,0,0,0
"165","A00165",0,0,0,0,1,0,0,0,0
"166","A00166",0,0,0,0,1,0,0,0,0
"167","A00167",0,0,0,0,1,0,0,0,0
"168","A00168",0,0,0,0,1,0,0,0,0
"169","A00169",0,0,0,0,1,0,0,0,0
"170","A00170",0,0,0,0,1,0,0,0,0
"171","A00171",0,0,0,0,1,0,0,0,0
"172","A00172",0.2,0,0,0.1,0.7,0,0,0,0
"173","A00173",0,0,0,0,1,0,0,0,0
"174","A00174",0,0,0,0,1,0,0,0,0
"175","A00175",0,0,0,0,1,0,0,0,0
"176","A00176",0.5,0,0,0.0625,0.4375,0,0,0,0
"177","A00177",0,0,0,0,0.8,0.0285714285714286,0,0.0285714285714286,0.142857142857143
"178","A00178",0,0,0,0,1,0,0,0,0
"179","A00179",0,0,0,0,1,0,0,0,0
"180","A00180",0,0,0,0,1,0,0,0,0
"181","A00181",0,0,0,0,1,0,0,0,0
"182","A00182",0,0,0,0,0.816666666666667,0.0166666666666667,0,0.0166666666666667,0.15
"183","A00183",0,0,0,0,1,0,0,0,0
"184","A00184",0,0,0,0,1,0,0,0,0
"185","A00185",0,0,0,0,1,0,0,0,0
"186","A00186",0,0,0,0,1,0,0,0,0
"187","A00187",0,0,0,0,1,0,0,0,0
"188","A00188",0,0,0,0,1,0,0,0,0
"189","A00189",0.32258064516129,0.032258064516129,0,0.032258064516129,0.612903225806452,0,0,0,0
"190","A00190",0,0,0,0,1,0,0,0,0
"191","A00191",0,0,0,0,1,0,0,0,0
"192","A00192",0,0,0,0,1,0,0,0,0
"193","A00193",0,0,0,0,1,0,0,0,0
"194","A00194",0,0,0,0,1,0,0,0,0
"195","A00195",0,0,0,0,1,0,0,0,0
"196","A00196",0,0,0,0,1,0,0,0,0
"197","A00197",0,0,0,0,1,0,0,0,0
"198","A00198",0,0,0,0,1,0,0,0,0
"199","A00199",0,0,0,0,1,0,0,0,0
"200","A00200",0,0,0,0,1,0,0,0,0
"201","A00201",0,0,0,0,1,0,0,0,0
"202","A00202",0,0,0,0,1,0,0,0,0
"203","A00203",0,0,0,0,1,0,0,0,0
"204","A00204",0,0,0,0,1,0,0,0,0
"205","A00205",0,0,0,0,1,0,0,0,0
"206","A00206",0,0,0,0,1,0,0,0,0
"207","A00207",0,0,0,0,1,0,0,0,0
"208","A00208",0,0,0,0,1,0,0,0,0
"209","A00209",0,0,0,0,1,0,0,0,0
"210","A00210",0,0,0,0,1,0,0,0,0
"211","A00211",0,0,0,0,0.5,0.166666666666667,0,0,0.333333333333333
"212","A00212",0,0,0,0,1,0,0,0,0
"213","A00213",0,0,0,0,1,0,0,0,0
"214","A00214",0,0,0,0,1,0,0,0,0
"215","A00215",0,0,0,0,1,0,0,0,0
"216","A00216",0,0,0,0,1,0,0,0,0
"217","A00217",0.0909090909090909,0.0303030303030303,0,0.0303030303030303,0.848484848484849,0,0,0,0
"218","A00218",0,0,0,0,1,0,0,0,0
"219","A00219",0,0,0,0,0.730769230769231,0.0384615384615385,0,0.0384615384615385,0.192307692307692
"220","A00220",0,0,0,0,1,0,0,0,0
"221","A00221",0,0,0,0,1,0,0,0,0
"222","A00222",0,0,0,0,1,0,0,0,0
"223","A00223",0,0,0,0,1,0,0,0,0
"224","A00224",0.32,0.04,0,0.04,0.6,0,0,0,0
"225","A00225",0,0,0,0,1,0,0,0,0
"226","A00226",0,0,0,0,1,0,0,0,0
"227","A00227",0,0,0,0,1,0,0,0,0
"228","A00228",0,0,0,0,1,0,0,0,0
"229","A00229",0,0,0,0,1,0,0,0,0
"230","A00230",0,0,0,0,1,0,0,0,0
"231","A00231",0,0,0,0,1,0,0,0,0
"232","A00232",0,0,0,0,1,0,0,0,0
"233","A00233",0,0,0,0,1,0,0,0,0
"234","A00234",0,0,0,0,1,0,0,0,0
"235","A00235",0,0,0,0,1,0,0,0,0
"236","A00236",0,0,0,0,1,0,0,0,0
"237","A00237",0,0,0,0,1,0,0,0,0
"238","A00238",0,0,0,0,1,0,0,0,0
"239","A00239",0,0,0,0,1,0,0,0,0
"240","A00240",0,0,0,0,1,0,0,0,0
"241","A00241",0,0,0,0,1,0,0,0,0
"242","A00242",0,0,0,0,1,0,0,0,0
"243","A00244",0,0,0,0,1,0,0,0,0
"244","A00245",0,0,0,0,1,0,0,0,0
"245","A00247",0.388888888888889,0.0555555555555556,0,0.0555555555555556,0.5,0,0,0,0
"246","A00248",0,0,0,0,1,0,0,0,0
"247","A00249",0,0,0,0,1,0,0,0,0
"248","A00253",0,0,0,0,1,0,0,0,0
"249","A00267",0,0,0,0,1,0,0,0,0
"250","A00271",0,0,0,0,1,0,0,0,0
"251","A00301",0,0,0,0,1,0,0,0,0
"252","A00321",0,0,0,0,1,0,0,0,0
"253","A00375",0,0,0,0,1,0,0,0,0
"254","A00395",0,0,0,0,1,0,0,0,0
"255","A00397",0,0,0,0,1,0,0,0,0
"256","A00405",0,0,0,0,1,0,0,0,0
"257","A00422",0,0,0,0,1,0,0,0,0
"258","A00432",0,0,0,0,1,0,0,0,0
"259","A00438",0,0,0,0,1,0,0,0,0
"260","A00439",0,0,0,0,1,0,0,0,0
"261","A00441",0,0,0,0,1,0,0,0,0
"262","A00456",0,0,0,0,1,0,0,0,0
"263","A00465",0,0,0,0,1,0,0,0,0
"264","A00473",0,0,0,0.142857142857143,0.857142857142857,0,0,0,0
"265","A00486",0,0,0,0,1,0,0,0,0
"266","A00509",0,0,0,0,1,0,0,0,0
"267","A00519",0,0,0,0,1,0,0,0,0
"268","A00520",0,0,0,0,1,0,0,0,0
"269","A00524",0,0,0,0,1,0,0,0,0
"270","A00542",0,0,0,0,1,0,0,0,0
"271","A00551",0,0,0,0,1,0,0,0,0
"272","A00585",0,0,0,0,0.476190476190476,0.0952380952380952,0,0.0952380952380952,0.333333333333333
"273","A01006",0,0,0,0,1,0,0,0,0
"274","A01070",0,0,0,0,1,0,0,0,0
"275","A01246",0,0.0769230769230769,0,0.0769230769230769,0.846153846153846,0,0,0,0
"276","A01299",0,0,0,0,1,0,0,0,0
"277","A01521",0,0,0,0,1,0,0,0,0
"278","A01567",0,0,0,0,1,0,0,0,0
"279","A01707",0,0,0,0,0.757575757575758,0.0303030303030303,0,0.0303030303030303,0.181818181818182
"280","A01727",0,0,0,0,1,0,0,0,0
"281","A01772",0,0,0,0,0.78125,0.03125,0,0.03125,0.15625
"282","A01833",0,0,0,0,1,0,0,0,0
"283","A02168",0.466666666666667,0,0,0.0666666666666667,0.466666666666667,0,0,0,0
"284","A02372",0,0,0,0,0.619047619047619,0.0476190476190476,0,0.0476190476190476,0.285714285714286
"285","A02772",0.4,0,0,0.1,0.5,0,0,0,0
"286","A02785",0,0,0,0,0.714285714285714,0.0285714285714286,0,0.0285714285714286,0.228571428571429
"287","A02833",0,0,0,0,1,0,0,0,0
"288","A03738",0.333333333333333,0.037037037037037,0,0.037037037037037,0.592592592592593,0,0,0,0
"289","A04086",0,0,0,0,0.5625,0.0625,0,0.0625,0.3125
"290","A04137",0,0,0,0,1,0,0,0,0
"291","A04170",0,0,0,0,0.266666666666667,0.133333333333333,0,0.0666666666666667,0.533333333333333
"292","A04186",0,0,0,0,1,0,0,0,0
"293","A04216",0.2,0,0,0.2,0.6,0,0,0,0
"294","A04282",0,0,0,0,0.37037037037037,0.0740740740740741,0,0.0740740740740741,0.481481481481481
"295","A04452",0,0,0,0,0.363636363636364,0.0606060606060606,0,0.0606060606060606,0.515151515151515
"296","A04701",0.263157894736842,0.0526315789473684,0.210526315789474,0.0526315789473684,0,0.105263157894737,0.263157894736842,0.0526315789473684,0
"297","A04735",0,0,0,0,0.4,0.1,0,0,0.5
"298","A04805",0.136363636363636,0.0909090909090909,0.136363636363636,0.0454545454545455,0.0454545454545455,0.181818181818182,0.181818181818182,0.0909090909090909,0.0909090909090909
