"","x"
"1945","TRUE"
"1946","TRUE"
"1948","TRUE"
"1951","FALSE"
"1953","TRUE"
"1954","TRUE"
"1962","TRUE"
"1966","TRUE"
"1975","TRUE"
"1976","TRUE"
"1982","TRUE"
"1985","TRUE"
"1986","TRUE"
"1988","TRUE"
"1989","TRUE"
"1992","TRUE"
"1993","TRUE"
"1995","TRUE"
"1996","TRUE"
"2003","TRUE"
"2005","TRUE"
"2007","TRUE"
"2013","FALSE"
"2016","TRUE"
"2017","TRUE"
"2019","TRUE"
"2020","TRUE"
"2022","TRUE"
"2031","TRUE"
"2039","FALSE"
"2052","TRUE"
"2053","TRUE"
"2077","TRUE"
"2092","TRUE"
"2107","TRUE"
"2115","TRUE"
"2121","TRUE"
"2123","TRUE"
"2130","TRUE"
"2131","TRUE"
"2135","TRUE"
"2139","TRUE"
"2154","TRUE"
"2157","TRUE"
"2160","TRUE"
"2164","TRUE"
"2165","TRUE"
"2171","TRUE"
"2173","TRUE"
"2175","FALSE"
"2177","TRUE"
"2180","TRUE"
"2185","FALSE"
"2186","TRUE"
"2189","TRUE"
"2194","TRUE"
"2202","TRUE"
"2204","TRUE"
"2212","FALSE"
"2217","TRUE"
"2226","TRUE"
"2231","TRUE"
"2245","TRUE"
"2248","TRUE"
"2251","TRUE"
"2253","TRUE"
"2261","TRUE"
"2270","TRUE"
"2273","TRUE"
"2274","TRUE"
"2282","TRUE"
"2283","TRUE"
"2286","TRUE"
"2288","TRUE"
"2293","TRUE"
"2294","TRUE"
"2297","TRUE"
"2299","TRUE"
"2302","TRUE"
"2307","TRUE"
"2308","TRUE"
"2311","TRUE"
"2326","TRUE"
"2334","TRUE"
"2337","TRUE"
"2341","TRUE"
"2346","TRUE"
"2350","TRUE"
"2351","TRUE"
"2359","TRUE"
"2360","TRUE"
"2361","TRUE"
"2364","TRUE"
"2365","TRUE"
"2371","FALSE"
"2373","TRUE"
"2379","TRUE"
"2385","TRUE"
"2392","TRUE"
"2393","TRUE"
"2395","TRUE"
"2406","TRUE"
"2412","TRUE"
"2413","TRUE"
"2421","TRUE"
"2422","TRUE"
"2426","TRUE"
"2436","TRUE"
"2445","TRUE"
"2455","TRUE"
"2462","TRUE"
"2466","TRUE"
"2481","TRUE"
"2483","TRUE"
"2492","TRUE"
"2495","TRUE"
"2506","TRUE"
"2512","TRUE"
"2515","TRUE"
"2525","TRUE"
"2533","TRUE"
"2540","TRUE"
"2543","TRUE"
"2547","TRUE"
"2551","TRUE"
"2553","TRUE"
"2556","TRUE"
"2559","TRUE"
"2561","FALSE"
"2564","TRUE"
"2566","TRUE"
"2574","TRUE"
"2580","TRUE"
"2581","TRUE"
"2583","TRUE"
"2585","TRUE"
"2600","TRUE"
"2614","TRUE"
"2615","TRUE"
"2616","TRUE"
"2636","TRUE"
"2637","TRUE"
"2639","TRUE"
"2642","TRUE"
"2646","TRUE"
"2661","TRUE"
"2666","TRUE"
"2667","TRUE"
"2670","TRUE"
"2672","TRUE"
"2685","TRUE"
"2700","TRUE"
"2705","TRUE"
"2706","TRUE"
"2710","TRUE"
"2715","TRUE"
"2725","TRUE"
"2727","TRUE"
"2734","TRUE"
"2746","FALSE"
"2747","TRUE"
"2751","TRUE"
"2756","TRUE"
"2759","TRUE"
"2768","TRUE"
"2769","TRUE"
"2773","TRUE"
"2784","TRUE"
"2786","TRUE"
"2800","TRUE"
"2801","TRUE"
"2809","TRUE"
"2816","TRUE"
"2822","TRUE"
"2831","TRUE"
"2834","TRUE"
"2839","TRUE"
"2844","TRUE"
"2845","TRUE"
"2846","TRUE"
"2850","TRUE"
"2851","TRUE"
"2852","TRUE"
"2874","TRUE"
"2875","TRUE"
"2884","TRUE"
"2888","TRUE"
"2893","TRUE"
"2902","TRUE"
"2918","TRUE"
"2928","TRUE"
"2931","TRUE"
"2937","TRUE"
"2942","TRUE"
"2949","TRUE"
"2964","TRUE"
"2975","TRUE"
"2981","TRUE"
"2982","TRUE"
"2985","TRUE"
"2987","TRUE"
"2989","TRUE"
"2993","FALSE"
"3004","FALSE"
"3005","TRUE"
"3008","TRUE"
"3013","TRUE"
"3018","TRUE"
"3026","TRUE"
"3035","TRUE"
"3038","TRUE"
"3040","TRUE"
"3042","TRUE"
"3043","TRUE"
"3044","TRUE"
"3046","TRUE"
"3047","TRUE"
"3059","TRUE"
"3063","TRUE"
"3066","TRUE"
"3069","TRUE"
"3074","TRUE"
"3081","TRUE"
"3082","TRUE"
"3085","TRUE"
"3090","TRUE"
"3099","TRUE"
"3100","TRUE"
"3101","TRUE"
"3103","TRUE"
"3104","TRUE"
"3106","TRUE"
"3131","TRUE"
"3134","TRUE"
"3135","TRUE"
"3142","TRUE"
"3148","TRUE"
"3155","TRUE"
"3162","TRUE"
"3163","TRUE"
"3165","TRUE"
"3169","TRUE"
"3189","TRUE"
"3197","TRUE"
"3200","TRUE"
"3201","TRUE"
"3204","TRUE"
"3207","TRUE"
"3215","TRUE"
"3216","TRUE"
"3219","TRUE"
"3222","TRUE"
"3227","TRUE"
"3241","FALSE"
"3242","TRUE"
"3243","TRUE"
"3262","TRUE"
"3277","TRUE"
"3283","TRUE"
"3287","TRUE"
"3289","TRUE"
"3293","TRUE"
"3295","TRUE"
"3297","TRUE"
"3301","TRUE"
"3304","TRUE"
"3305","TRUE"
"3311","TRUE"
"3326","TRUE"
"3329","TRUE"
"3335","TRUE"
"3339","TRUE"
"3341","TRUE"
"3349","TRUE"
"3354","TRUE"
"3358","TRUE"
"3361","TRUE"
"3369","TRUE"
"3370","TRUE"
"3372","TRUE"
"3377","TRUE"
"3379","TRUE"
"3386","TRUE"
"3397","TRUE"
"3402","TRUE"
"3407","TRUE"
"3408","FALSE"
"3412","TRUE"
"3414","TRUE"
"3416","TRUE"
"3421","TRUE"
"3427","FALSE"
"3431","TRUE"
"3434","TRUE"
"3440","TRUE"
"3441","TRUE"
"3445","TRUE"
"3447","TRUE"
"3455","TRUE"
"3469","TRUE"
"3470","TRUE"
"3479","TRUE"
"3490","TRUE"
"3498","TRUE"
"3499","TRUE"
"3508","TRUE"
"3512","TRUE"
"3517","TRUE"
"3525","TRUE"
"3526","TRUE"
"3527","TRUE"
"3528","TRUE"
"3529","TRUE"
"3532","TRUE"
"3545","TRUE"
"3554","TRUE"
"3556","TRUE"
"3559","TRUE"
"3560","TRUE"
"3561","TRUE"
"3573","TRUE"
"3574","TRUE"
"3575","TRUE"
"3578","TRUE"
"3579","TRUE"
"3583","TRUE"
"3586","TRUE"
"3594","TRUE"
"3605","TRUE"
"3610","TRUE"
"3612","TRUE"
"3616","TRUE"
"3617","TRUE"
"3619","FALSE"
"3626","TRUE"
"3628","TRUE"
"3629","TRUE"
"3635","TRUE"
"3644","TRUE"
"3659","TRUE"
"3669","TRUE"
"3672","TRUE"
"3673","TRUE"
"3676","TRUE"
"3682","TRUE"
"3685","TRUE"
"3692","TRUE"
"3697","TRUE"
"3702","TRUE"
"3703","TRUE"
"3704","TRUE"
"3707","TRUE"
"3728","TRUE"
"3731","TRUE"
"3738","TRUE"
"3740","TRUE"
"3744","TRUE"
"3748","TRUE"
"3751","TRUE"
"3761","TRUE"
"3770","TRUE"
"3780","TRUE"
"3782","TRUE"
"3789","TRUE"
"3790","TRUE"
"3795","TRUE"
"3796","TRUE"
"3799","TRUE"
"3800","TRUE"
"3803","TRUE"
"3807","TRUE"
"3809","TRUE"
"3817","TRUE"
"3818","TRUE"
"3823","TRUE"
"3827","TRUE"
"3828","TRUE"
"3834","TRUE"
"3836","TRUE"
"3840","TRUE"
"3851","TRUE"
"3854","TRUE"
"3865","TRUE"
"3867","TRUE"
"3876","TRUE"
"3877","TRUE"
"3889","TRUE"
"3891","TRUE"
"3893","TRUE"
"3899","TRUE"
"3920","TRUE"
"3923","TRUE"
"3924","TRUE"
"3928","TRUE"
"3932","TRUE"
"3936","TRUE"
"3942","TRUE"
"3943","TRUE"
"3950","TRUE"
"3956","TRUE"
"3957","TRUE"
"3962","TRUE"
"3968","TRUE"
"3970","TRUE"
"3971","FALSE"
"3972","TRUE"
"3977","TRUE"
"3978","TRUE"
"3982","TRUE"
"3986","TRUE"
"3987","TRUE"
"4001","TRUE"
"4007","TRUE"
"4008","TRUE"
"4019","TRUE"
"4022","TRUE"
"4029","TRUE"
"4033","TRUE"
"4035","TRUE"
"4036","TRUE"
"4044","TRUE"
"4051","TRUE"
"4061","TRUE"
"4067","TRUE"
"4069","TRUE"
"4075","TRUE"
"4078","FALSE"
"4081","TRUE"
"4082","TRUE"
"4083","TRUE"
"4084","TRUE"
"4086","TRUE"
"4091","TRUE"
"4093","TRUE"
"4094","TRUE"
"4096","TRUE"
"4098","TRUE"
"4104","TRUE"
"4121","TRUE"
"4123","TRUE"
"4129","TRUE"
"4132","TRUE"
"4138","TRUE"
"4139","TRUE"
"4147","TRUE"
"4154","TRUE"
"4156","TRUE"
"4159","TRUE"
"4160","TRUE"
"4161","TRUE"
"4162","TRUE"
"4164","TRUE"
"4166","TRUE"
"4172","TRUE"
"4184","TRUE"
"4194","TRUE"
"4201","TRUE"
"4209","TRUE"
"4213","TRUE"
"4214","TRUE"
"4226","TRUE"
"4227","TRUE"
"4228","TRUE"
"4229","TRUE"
"4232","TRUE"
"4233","TRUE"
"4236","TRUE"
"4237","TRUE"
"4239","TRUE"
"4250","TRUE"
"4251","TRUE"
"4255","TRUE"
"4261","TRUE"
"4265","TRUE"
"4267","TRUE"
"4274","TRUE"
"4278","TRUE"
"4288","TRUE"
"4293","TRUE"
"4298","TRUE"
"4305","TRUE"
"4309","TRUE"
"4315","TRUE"
"4316","TRUE"
"4324","TRUE"
"4325","TRUE"
"4335","TRUE"
"4336","TRUE"
"4338","TRUE"
"4345","TRUE"
"4346","TRUE"
"4350","TRUE"
"4351","TRUE"
"4356","TRUE"
"4364","TRUE"
"4365","TRUE"
"4376","FALSE"
"4377","TRUE"
"4379","TRUE"
"4386","TRUE"
"4389","TRUE"
"4398","TRUE"
"4409","TRUE"
"4410","TRUE"
"4416","TRUE"
"4434","TRUE"
"4437","TRUE"
"4438","TRUE"
"4442","TRUE"
"4449","TRUE"
"4454","TRUE"
"4458","TRUE"
"4459","TRUE"
"4462","TRUE"
"4467","TRUE"
"4471","TRUE"
"4473","TRUE"
"4476","TRUE"
"4482","TRUE"
"4483","TRUE"
"4484","TRUE"
"4485","TRUE"
"4490","TRUE"
"4506","TRUE"
"4515","TRUE"
"4516","TRUE"
"4517","TRUE"
"4518","TRUE"
"4519","TRUE"
"4520","TRUE"
"4534","TRUE"
"4542","TRUE"
"4545","TRUE"
"4546","TRUE"
"4555","TRUE"
"4556","FALSE"
"4560","TRUE"
"4568","TRUE"
"4577","TRUE"
"4586","TRUE"
"4587","FALSE"
"4592","TRUE"
"4597","TRUE"
"4600","TRUE"
"4603","TRUE"
"4610","TRUE"
"4615","TRUE"
"4616","TRUE"
"4618","TRUE"
"4627","TRUE"
"4629","TRUE"
"4631","TRUE"
"4632","TRUE"
"4636","TRUE"
"4640","TRUE"
"4647","TRUE"
"4648","TRUE"
"4649","TRUE"
"4651","TRUE"
"4661","TRUE"
"4669","TRUE"
"4672","TRUE"
"4674","TRUE"
"4679","TRUE"
"4680","TRUE"
"4682","TRUE"
"4684","TRUE"
"4687","TRUE"
"4688","TRUE"
"4691","TRUE"
"4699","TRUE"
"4701","TRUE"
"4715","TRUE"
"4722","TRUE"
"4738","TRUE"
"4739","TRUE"
"4740","TRUE"
"4741","TRUE"
"4753","TRUE"
"4764","TRUE"
"4771","TRUE"
"4776","TRUE"
"4789","TRUE"
"4792","TRUE"
"4798","TRUE"
"4800","TRUE"
"4803","TRUE"
"4804","TRUE"
"4809","TRUE"
"4810","TRUE"
"4822","TRUE"
"4829","TRUE"
"4838","TRUE"
"4840","TRUE"
"4842","TRUE"
"4850","TRUE"
"4853","TRUE"
"4854","TRUE"
"4855","TRUE"
"4865","TRUE"
"4869","FALSE"
"4871","TRUE"
"4872","TRUE"
"4877","TRUE"
"4880","TRUE"
"4882","TRUE"
"4884","TRUE"
"4888","TRUE"
"4898","TRUE"
"4900","TRUE"
"4902","FALSE"
"4913","TRUE"
"4919","TRUE"
"4924","TRUE"
"4928","TRUE"
"4934","FALSE"
"4935","TRUE"
"4941","TRUE"
"4949","TRUE"
"4956","TRUE"
"4958","TRUE"
"4966","TRUE"
"4973","TRUE"
"4974","TRUE"
"4984","FALSE"
"4988","TRUE"
"4989","TRUE"
"4990","TRUE"
"5000","TRUE"
"5003","TRUE"
"5004","TRUE"
"5007","TRUE"
"5012","TRUE"
"5016","TRUE"
"5019","TRUE"
"5021","TRUE"
"5023","TRUE"
"5026","TRUE"
"5030","TRUE"
"5032","TRUE"
"5037","TRUE"
"5038","TRUE"
"5041","TRUE"
"5043","TRUE"
"5060","TRUE"
"5061","TRUE"
"5069","TRUE"
"5071","TRUE"
"5072","TRUE"
"5075","TRUE"
"5078","TRUE"
"5079","TRUE"
"5082","TRUE"
"5091","TRUE"
"5102","TRUE"
"5105","TRUE"
"5110","TRUE"
"5121","TRUE"
"5123","TRUE"
"5128","TRUE"
"5138","TRUE"
"5146","TRUE"
"5162","TRUE"
"5164","TRUE"
"5170","TRUE"
"5179","TRUE"
"5182","TRUE"
"5183","TRUE"
"5186","TRUE"
"5188","TRUE"
"5192","TRUE"
"5197","TRUE"
"5205","TRUE"
"5214","TRUE"
"5223","TRUE"
"5229","TRUE"
"5230","TRUE"
"5231","TRUE"
"5245","TRUE"
"5246","TRUE"
"5249","TRUE"
"5253","TRUE"
"5255","TRUE"
"5259","TRUE"
"5261","TRUE"
"5267","TRUE"
"5274","TRUE"
"5276","TRUE"
"5280","TRUE"
"5282","TRUE"
"5288","TRUE"
"5290","TRUE"
"5292","TRUE"
"5298","TRUE"
"5311","TRUE"
"5328","TRUE"
"5339","TRUE"
"5341","TRUE"
"5342","TRUE"
"5350","TRUE"
"5351","TRUE"
"5364","TRUE"
"5367","TRUE"
"5369","TRUE"
"5370","TRUE"
"5371","TRUE"
"5376","TRUE"
"5381","TRUE"
"5383","TRUE"
"5386","TRUE"
"5388","TRUE"
"5390","TRUE"
"5395","TRUE"
"5407","TRUE"
"5424","TRUE"
"5426","FALSE"
"5428","TRUE"
"5431","TRUE"
"5435","TRUE"
"5444","TRUE"
"5446","TRUE"
"5448","TRUE"
"5453","TRUE"
"5456","TRUE"
"5460","TRUE"
"5463","TRUE"
"5464","TRUE"
"5477","TRUE"
"5478","TRUE"
"5481","TRUE"
"5482","TRUE"
"5483","TRUE"
"5488","TRUE"
"5503","TRUE"
"5514","TRUE"
"5518","TRUE"
"5524","TRUE"
"5528","TRUE"
"5535","TRUE"
"5536","TRUE"
"5539","TRUE"
"5557","TRUE"
"5558","TRUE"
"5565","TRUE"
"5566","TRUE"
"5567","TRUE"
"5568","TRUE"
"5572","TRUE"
"5579","TRUE"
"5580","TRUE"
"5608","TRUE"
"5609","TRUE"
"5613","TRUE"
"5615","TRUE"
"5617","TRUE"
"5629","TRUE"
"5633","TRUE"
"5637","TRUE"
"5638","TRUE"
"5643","TRUE"
"5645","TRUE"
"5646","TRUE"
"5661","TRUE"
"5666","TRUE"
"5671","TRUE"
"5674","TRUE"
"5678","TRUE"
"5682","TRUE"
"5683","TRUE"
"5685","TRUE"
"5689","TRUE"
"5692","TRUE"
"5700","TRUE"
"5702","TRUE"
"5704","TRUE"
"5709","TRUE"
"5710","TRUE"
"5715","TRUE"
"5722","TRUE"
"5723","TRUE"
"5725","TRUE"
"5732","TRUE"
"5735","TRUE"
"5736","TRUE"
"5765","TRUE"
"5767","TRUE"
"5769","TRUE"
"5775","TRUE"
"5776","TRUE"
"5783","TRUE"
"5788","TRUE"
"5798","TRUE"
"5799","TRUE"
"5805","TRUE"
"5806","TRUE"
"5807","TRUE"
"5810","TRUE"
"5814","TRUE"
"5826","TRUE"
"5831","TRUE"
"5837","TRUE"
"5842","TRUE"
"5844","TRUE"
"5845","TRUE"
"5850","TRUE"
"5852","TRUE"
"5853","TRUE"
"5859","FALSE"
"5860","TRUE"
"5863","FALSE"
"5865","TRUE"
"5866","TRUE"
"5867","TRUE"
"5873","TRUE"
"5881","TRUE"
"5891","TRUE"
"5895","TRUE"
"5897","TRUE"
"5902","TRUE"
"5904","TRUE"
"5905","TRUE"
"5908","TRUE"
"5909","TRUE"
"5915","TRUE"
"5919","TRUE"
"5922","TRUE"
"5930","TRUE"
"5933","TRUE"
"5941","TRUE"
"5943","TRUE"
"5944","TRUE"
"5952","TRUE"
"5959","TRUE"
"5967","TRUE"
"5968","TRUE"
"5971","TRUE"
"5975","TRUE"
"5987","TRUE"
"5996","TRUE"
"5998","TRUE"
"6002","TRUE"
"6003","TRUE"
"6017","FALSE"
"6019","TRUE"
"6021","TRUE"
"6028","TRUE"
"6033","TRUE"
"6038","TRUE"
"6046","TRUE"
"6047","TRUE"
"6054","TRUE"
"6064","TRUE"
"6065","TRUE"
"6069","TRUE"
"6072","TRUE"
"6076","TRUE"
"6079","TRUE"
"6085","TRUE"
"6087","TRUE"
"6088","TRUE"
"6090","TRUE"
"6092","TRUE"
"6095","TRUE"
"6101","TRUE"
"6102","TRUE"
"6110","TRUE"
"6111","TRUE"
"6117","TRUE"
"6123","TRUE"
"6125","TRUE"
"6126","TRUE"
"6129","TRUE"
"6132","TRUE"
"6134","TRUE"
"6138","TRUE"
"6139","TRUE"
"6143","TRUE"
"6153","TRUE"
"6154","TRUE"
"6155","TRUE"
"6157","TRUE"
"6167","TRUE"
"6169","TRUE"
"6172","TRUE"
"6174","TRUE"
"6179","TRUE"
"6182","TRUE"
"6189","TRUE"
"6193","TRUE"
"6206","TRUE"
"6210","TRUE"
"6214","TRUE"
"6216","TRUE"
"6221","TRUE"
"6222","TRUE"
"6225","TRUE"
"6229","TRUE"
"6235","TRUE"
"6238","TRUE"
"6241","TRUE"
"6246","TRUE"
"6249","TRUE"
"6253","TRUE"
"6257","TRUE"
"6258","TRUE"
"6260","TRUE"
"6261","TRUE"
"6265","TRUE"
"6272","TRUE"
"6273","TRUE"
"6276","TRUE"
"6281","TRUE"
"6285","TRUE"
"6289","TRUE"
"6297","TRUE"
"6305","TRUE"
"6309","TRUE"
"6314","TRUE"
"6320","TRUE"
"6324","TRUE"
"6334","TRUE"
"6336","TRUE"
"6338","TRUE"
"6339","TRUE"
"6350","TRUE"
"6359","TRUE"
"6361","TRUE"
"6363","TRUE"
"6365","TRUE"
"6368","TRUE"
"6374","TRUE"
"6379","TRUE"
"6384","FALSE"
"6386","TRUE"
"6389","TRUE"
"6395","TRUE"
"6399","TRUE"
"6400","TRUE"
"6401","TRUE"
"6404","TRUE"
"6408","TRUE"
"6416","TRUE"
"6420","TRUE"
"6422","TRUE"
"6424","TRUE"
"6426","TRUE"
"6436","TRUE"
"6438","TRUE"
"6453","TRUE"
"6462","TRUE"
"6465","TRUE"
"6467","TRUE"
"6478","TRUE"
"6479","TRUE"
"6480","TRUE"
"6483","TRUE"
"6484","TRUE"
"6489","TRUE"
"6490","TRUE"
"6493","TRUE"
"6501","TRUE"
"6505","TRUE"
"6517","TRUE"
"6522","TRUE"
"6534","TRUE"
"6537","TRUE"
"6540","TRUE"
"6541","TRUE"
"6544","TRUE"
"6550","TRUE"
"6551","TRUE"
"6553","TRUE"
"6560","TRUE"
"6564","TRUE"
"6565","TRUE"
"6567","TRUE"
"6572","TRUE"
"6585","TRUE"
"6589","TRUE"
"6592","TRUE"
"6599","TRUE"
"6602","TRUE"
"6607","TRUE"
"6608","TRUE"
"6609","TRUE"
"6611","TRUE"
"6616","TRUE"
"6622","TRUE"
"6623","TRUE"
"6630","TRUE"
"6632","TRUE"
"6633","TRUE"
"6638","TRUE"
"6640","TRUE"
"6641","TRUE"
"6642","TRUE"
"6644","TRUE"
"6649","TRUE"
"6658","TRUE"
"6661","TRUE"
"6665","TRUE"
"6671","TRUE"
"6673","TRUE"
"6675","TRUE"
"6677","TRUE"
"6681","TRUE"
"6690","TRUE"
"6692","TRUE"
"6697","TRUE"
"6700","TRUE"
"6701","TRUE"
"6702","TRUE"
"6703","TRUE"
"6708","TRUE"
"6709","TRUE"
"6712","TRUE"
"6714","TRUE"
"6716","FALSE"
"6718","TRUE"
"6732","TRUE"
"6735","TRUE"
"6736","TRUE"
"6741","TRUE"
"6742","TRUE"
"6753","TRUE"
"6770","TRUE"
"6776","TRUE"
"6783","TRUE"
"6784","TRUE"
"6787","TRUE"
"6789","TRUE"
"6799","TRUE"
"6800","TRUE"
"6801","TRUE"
"6810","TRUE"
"6823","TRUE"
"6829","TRUE"
"6832","TRUE"
"6839","TRUE"
"6844","TRUE"
"6847","TRUE"
"6854","TRUE"
"6862","FALSE"
"6878","TRUE"
"6886","TRUE"
"6896","TRUE"
"6904","TRUE"
"6907","TRUE"
"6910","TRUE"
